"sample_id","year","water_body","species_name","age_otolith","tl_mm","weight_g","sex","egg_count","tl_cm"
"2009-U219",2009,"Hovsgol","grayling-unknown",NA,245,109,"",NA,24.5
"2009-U22",2009,"Hovsgol","grayling-unknown",NA,293,172,"",NA,29.3
"2009-U220",2009,"Hovsgol","grayling-unknown",NA,247,86,"",NA,24.7
"2009-U221",2009,"Hovsgol","grayling-unknown",NA,250,120,"",NA,25
"2009-U222",2009,"Hovsgol","grayling-unknown",NA,250,NA,"",NA,25
"2009-U223",2009,"Hovsgol","grayling-unknown",NA,252,NA,"",NA,25.2
"2009-U224",2009,"Hovsgol","grayling-unknown",NA,252,98,"",NA,25.2
"2009-U225",2009,"Hovsgol","grayling-unknown",NA,252,113,"",NA,25.2
"2009-U226",2009,"Hovsgol","grayling-unknown",NA,256,132,"",NA,25.6
"2009-U227",2009,"Hovsgol","grayling-unknown",NA,257,116,"",NA,25.7
"2009-U228",2009,"Hovsgol","grayling-unknown",NA,258,NA,"",NA,25.8
"2009-U229",2009,"Hovsgol","grayling-unknown",NA,258,132,"",NA,25.8
"2009-U23",2009,"Hovsgol","burbot",NA,254,NA,"",NA,25.4
"2009-U230",2009,"Hovsgol","grayling-unknown",NA,262,NA,"",NA,26.2
"2009-U231",2009,"Hovsgol","grayling-unknown",NA,264,141,"",NA,26.4
"2009-U232",2009,"Hovsgol","grayling-unknown",NA,264,141,"",NA,26.4
"2009-U233",2009,"Hovsgol","grayling-unknown",NA,265,139,"",NA,26.5
"2009-U234",2009,"Hovsgol","grayling-unknown",NA,266,133,"",NA,26.6
"2009-U235",2009,"Hovsgol","grayling-unknown",NA,266,141,"",NA,26.6
"2009-U236",2009,"Hovsgol","grayling-unknown",NA,266,131,"",NA,26.6
"2009-U237",2009,"Hovsgol","grayling-unknown",NA,266,131,"",NA,26.6
"2009-U238",2009,"Hovsgol","grayling-unknown",NA,267,155,"",NA,26.7
"2009-U239",2009,"Hovsgol","grayling-unknown",NA,267,150,"",NA,26.7
"2009-U24",2009,"Hovsgol","burbot",NA,554,NA,"",NA,55.4
"2009-U240",2009,"Hovsgol","grayling-unknown",NA,269,149,"",NA,26.9
"2009-U241",2009,"Hovsgol","grayling-unknown",NA,270,NA,"",NA,27
"2009-U242",2009,"Hovsgol","grayling-unknown",NA,271,139,"",NA,27.1
"2009-U243",2009,"Hovsgol","grayling-unknown",NA,273,NA,"",NA,27.3
"2009-U244",2009,"Hovsgol","grayling-unknown",NA,274,153,"",NA,27.4
"2009-U245",2009,"Hovsgol","grayling-unknown",NA,274,154,"",NA,27.4
"2009-U246",2009,"Hovsgol","grayling-unknown",NA,274,160,"",NA,27.4
"2009-U247",2009,"Hovsgol","grayling-unknown",NA,275,156,"",NA,27.5
"2009-U248",2009,"Hovsgol","grayling-unknown",NA,276,143,"",NA,27.6
"2009-U249",2009,"Hovsgol","grayling-unknown",NA,276,114,"",NA,27.6
"2009-U25",2009,"Hovsgol","burbot",NA,623,NA,"",NA,62.3
"2009-U250",2009,"Hovsgol","grayling-unknown",NA,277,160,"",NA,27.7
"2009-U251",2009,"Hovsgol","grayling-unknown",NA,281,152,"",NA,28.1
"2009-U252",2009,"Hovsgol","grayling-unknown",NA,284,162,"",NA,28.4
"2009-U253",2009,"Hovsgol","grayling-unknown",NA,285,190,"",NA,28.5
"2009-U254",2009,"Hovsgol","grayling-unknown",NA,285,184,"",NA,28.5
"2009-U255",2009,"Hovsgol","grayling-unknown",NA,285,156,"",NA,28.5
"2009-U256",2009,"Hovsgol","grayling-unknown",NA,288,145,"",NA,28.8
"2009-U257",2009,"Hovsgol","grayling-unknown",NA,289,190,"",NA,28.9
"2009-U258",2009,"Hovsgol","grayling-unknown",NA,289,164,"",NA,28.9
"2009-U259",2009,"Hovsgol","grayling-unknown",NA,290,159,"",NA,29
"2009-U26",2009,"Hovsgol","burbot",NA,728,NA,"",NA,72.8
"2009-U260",2009,"Hovsgol","grayling-unknown",NA,290,NA,"",NA,29
"2009-U261",2009,"Hovsgol","grayling-unknown",NA,292,208,"",NA,29.2
"2009-U262",2009,"Hovsgol","grayling-unknown",NA,293,180,"",NA,29.3
"2009-U263",2009,"Hovsgol","grayling-unknown",NA,294,192,"",NA,29.4
"2009-U264",2009,"Hovsgol","grayling-unknown",NA,295,195,"",NA,29.5
"2009-U265",2009,"Hovsgol","grayling-unknown",NA,298,220,"",NA,29.8
"2009-U266",2009,"Hovsgol","grayling-unknown",NA,300,204,"",NA,30
"2009-U267",2009,"Hovsgol","grayling-unknown",NA,306,209,"",NA,30.6
"2009-U268",2009,"Hovsgol","grayling-unknown",NA,308,202,"",NA,30.8
"2009-U269",2009,"Hovsgol","grayling-unknown",NA,308,247,"",NA,30.8
"2009-U27",2009,"Hovsgol","burbot",NA,780,NA,"",NA,78
"2009-U270",2009,"Hovsgol","grayling-unknown",NA,320,244,"",NA,32
"2009-U271",2009,"Hovsgol","lenok",NA,420,NA,"",NA,42
"2009-U272",2009,"Hovsgol","grayling-unknown",NA,213,59,"",NA,21.3
"2009-U273",2009,"Hovsgol","grayling-unknown",NA,224,86,"",NA,22.4
"2009-U274",2009,"Hovsgol","grayling-unknown",NA,235,106,"",NA,23.5
"2009-U275",2009,"Hovsgol","grayling-unknown",NA,237,104,"",NA,23.7
"2009-U276",2009,"Hovsgol","grayling-unknown",NA,238,104,"",NA,23.8
"2009-U277",2009,"Hovsgol","grayling-unknown",NA,241,79,"",NA,24.1
"2009-U278",2009,"Hovsgol","grayling-unknown",NA,241,94,"",NA,24.1
"2009-U279",2009,"Hovsgol","grayling-unknown",NA,243,102,"",NA,24.3
"2009-U28",2009,"Hovsgol","grayling-unknown",NA,242,94,"",NA,24.2
"2009-U280",2009,"Hovsgol","grayling-unknown",NA,244,76,"",NA,24.4
"2009-U281",2009,"Hovsgol","grayling-unknown",NA,249,84,"",NA,24.9
"2009-U282",2009,"Hovsgol","grayling-unknown",NA,251,122,"",NA,25.1
"2009-U283",2009,"Hovsgol","grayling-unknown",NA,251,84,"",NA,25.1
"2009-U284",2009,"Hovsgol","grayling-unknown",NA,251,112,"",NA,25.1
"2009-U285",2009,"Hovsgol","grayling-unknown",NA,253,94,"",NA,25.3
"2009-U286",2009,"Hovsgol","grayling-unknown",NA,254,126,"",NA,25.4
"2009-U287",2009,"Hovsgol","grayling-unknown",NA,254,96,"",NA,25.4
"2009-U288",2009,"Hovsgol","grayling-unknown",NA,254,109,"",NA,25.4
"2009-U289",2009,"Hovsgol","grayling-unknown",NA,254,98,"",NA,25.4
"2009-U29",2009,"Hovsgol","grayling-unknown",NA,246,104,"",NA,24.6
"2009-U290",2009,"Hovsgol","grayling-unknown",NA,256,102,"",NA,25.6
"2009-U291",2009,"Hovsgol","grayling-unknown",NA,256,124,"",NA,25.6
"2009-U292",2009,"Hovsgol","grayling-unknown",NA,258,112,"",NA,25.8
"2009-U293",2009,"Hovsgol","grayling-unknown",NA,258,108,"",NA,25.8
"2009-U294",2009,"Hovsgol","grayling-unknown",NA,260,120,"",NA,26
"2009-U295",2009,"Hovsgol","grayling-unknown",NA,261,98,"",NA,26.1
"2009-U296",2009,"Hovsgol","grayling-unknown",NA,262,108,"",NA,26.2
"2009-U297",2009,"Hovsgol","grayling-unknown",NA,265,130,"",NA,26.5
"2009-U298",2009,"Hovsgol","grayling-unknown",NA,266,138,"",NA,26.6
"2009-U299",2009,"Hovsgol","grayling-unknown",NA,270,132,"",NA,27
"2009-U3",2009,"Hovsgol","burbot",NA,694,2806,"",NA,69.4
"2009-U30",2009,"Hovsgol","grayling-unknown",NA,247,112,"",NA,24.7
"2009-U300",2009,"Hovsgol","grayling-unknown",NA,275,144,"",NA,27.5
"2009-U301",2009,"Hovsgol","grayling-unknown",NA,296,184,"",NA,29.6
"2009-U302",2009,"Hovsgol","grayling-unknown",NA,307,194,"",NA,30.7
"2009-U31",2009,"Hovsgol","grayling-unknown",NA,265,148,"",NA,26.5
"2009-U32",2009,"Hovsgol","grayling-unknown",NA,267,132,"",NA,26.7
"2009-U33",2009,"Hovsgol","grayling-unknown",NA,268,149,"",NA,26.8
"2009-U34",2009,"Hovsgol","grayling-unknown",NA,271,148,"",NA,27.1
"2009-U35",2009,"Hovsgol","grayling-unknown",NA,277,162,"",NA,27.7
"2009-U36",2009,"Hovsgol","grayling-unknown",NA,279,154,"",NA,27.9
"2009-U37",2009,"Hovsgol","grayling-unknown",NA,279,174,"",NA,27.9
"2009-U38",2009,"Hovsgol","grayling-unknown",NA,280,160,"",NA,28
"2009-U39",2009,"Hovsgol","grayling-unknown",NA,284,170,"",NA,28.4
"2009-U4",2009,"Hovsgol","burbot",NA,760,3742,"",NA,76
"2009-U40",2009,"Hovsgol","grayling-unknown",NA,287,172,"",NA,28.7
"2009-U41",2009,"Hovsgol","grayling-unknown",NA,291,182,"",NA,29.1
"2009-U42",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U43",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U44",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U45",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U46",2009,"Hovsgol","burbot",NA,440,NA,"",NA,44
"2009-U47",2009,"Hovsgol","burbot",NA,620,NA,"",NA,62
"2009-U48",2009,"Hovsgol","burbot",NA,650,NA,"",NA,65
"2009-U49",2009,"Hovsgol","burbot",NA,680,NA,"",NA,68
"2009-U5",2009,"Hovsgol","burbot",NA,765,3146.8,"",NA,76.5
"2009-U50",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U51",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U52",2009,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"2009-U53",2009,"Hovsgol","grayling-unknown",NA,127,13,"",NA,12.7
"2009-U54",2009,"Hovsgol","grayling-unknown",NA,134,14.2,"",NA,13.4
"2009-U55",2009,"Hovsgol","grayling-unknown",NA,135,14.5,"",NA,13.5
"2009-U56",2009,"Hovsgol","grayling-unknown",NA,140,16.8,"",NA,14
"2009-U57",2009,"Hovsgol","grayling-unknown",NA,141,17.5,"",NA,14.1
"2009-U58",2009,"Hovsgol","grayling-unknown",NA,141,17,"",NA,14.1
"2009-U59",2009,"Hovsgol","grayling-unknown",NA,141,16.4,"",NA,14.1
"2009-U6",2009,"Hovsgol","burbot",NA,782,3685.4,"",NA,78.2
"2009-U60",2009,"Hovsgol","grayling-unknown",NA,150,20.8,"",NA,15
"2009-U61",2009,"Hovsgol","grayling-unknown",NA,156,24.9,"",NA,15.6
"2009-U62",2009,"Hovsgol","grayling-unknown",NA,199,53,"",NA,19.9
"2009-U63",2009,"Hovsgol","grayling-unknown",NA,201,60.5,"",NA,20.1
"2009-U64",2009,"Hovsgol","grayling-unknown",NA,227,71,"",NA,22.7
"2009-U65",2009,"Hovsgol","grayling-unknown",NA,235,91,"",NA,23.5
"2009-U66",2009,"Hovsgol","grayling-unknown",NA,257,112,"",NA,25.7
"2009-U67",2009,"Hovsgol","grayling-unknown",NA,268,151,"",NA,26.8
"2009-U68",2009,"Hovsgol","grayling-unknown",NA,273,184,"",NA,27.3
"2009-U69",2009,"Hovsgol","grayling-unknown",NA,274,123,"",NA,27.4
"2009-U7",2009,"Hovsgol","grayling-unknown",NA,227,NA,"",NA,22.7
"2009-U70",2009,"Hovsgol","grayling-unknown",NA,280,175,"",NA,28
"2009-U71",2009,"Hovsgol","grayling-unknown",NA,283,172,"",NA,28.3
"2009-U72",2009,"Hovsgol","grayling-unknown",NA,293,198,"",NA,29.3
"2009-U73",2009,"Hovsgol","grayling-unknown",NA,305,224,"",NA,30.5
"2009-U74",2009,"Hovsgol","grayling-unknown",NA,306,232,"",NA,30.6
"2009-U75",2009,"Hovsgol","grayling-unknown",NA,306,211,"",NA,30.6
"2009-U76",2009,"Hovsgol","burbot",NA,439,NA,"",NA,43.9
"2009-U77",2009,"Hovsgol","burbot",NA,461,NA,"",NA,46.1
"2009-U78",2009,"Hovsgol","burbot",NA,472,NA,"",NA,47.2
"2009-U79",2009,"Hovsgol","burbot",NA,548,NA,"",NA,54.8
"2009-U8",2009,"Hovsgol","grayling-unknown",NA,236,98,"",NA,23.6
"2009-U80",2009,"Hovsgol","burbot",NA,558,NA,"",NA,55.8
"2009-U81",2009,"Hovsgol","burbot",NA,585,NA,"",NA,58.5
"2009-U82",2009,"Hovsgol","burbot",NA,628,NA,"",NA,62.8
"2009-U83",2009,"Hovsgol","burbot",NA,670,NA,"",NA,67
"2009-U84",2009,"Hovsgol","burbot",NA,680,NA,"",NA,68
"2009-U85",2009,"Hovsgol","burbot",NA,690,NA,"",NA,69
"2009-U86",2009,"Hovsgol","burbot",NA,728,NA,"",NA,72.8
"2009-U87",2009,"Hovsgol","burbot",NA,758,NA,"",NA,75.8
"2009-U88",2009,"Hovsgol","grayling-unknown",NA,234,NA,"",NA,23.4
"2009-U89",2009,"Hovsgol","grayling-unknown",NA,242,NA,"",NA,24.2
"2009-U9",2009,"Hovsgol","grayling-unknown",NA,238,NA,"",NA,23.8
"2009-U90",2009,"Hovsgol","grayling-unknown",NA,250,NA,"",NA,25
"2009-U91",2009,"Hovsgol","grayling-unknown",NA,252,114,"",NA,25.2
"2009-U92",2009,"Hovsgol","grayling-unknown",NA,256,120,"",NA,25.6
"2009-U93",2009,"Hovsgol","grayling-unknown",NA,260,122,"",NA,26
"2009-U94",2009,"Hovsgol","grayling-unknown",NA,264,134,"",NA,26.4
"2009-U95",2009,"Hovsgol","grayling-unknown",NA,265,138,"",NA,26.5
"2009-U96",2009,"Hovsgol","grayling-unknown",NA,269,NA,"",NA,26.9
"2009-U97",2009,"Hovsgol","grayling-unknown",NA,270,NA,"",NA,27
"2009-U98",2009,"Hovsgol","grayling-unknown",NA,270,NA,"",NA,27
"2009-U99",2009,"Hovsgol","grayling-unknown",NA,271,NA,"",NA,27.1
"2012-U1",2009,"Delger","taimen",NA,630,NA,"",NA,63
"2012-U2",2009,"Delger","taimen",NA,920,NA,"",NA,92
"2012-U3",2009,"Delger","taimen",NA,730,NA,"",NA,73
"2012-U4",2009,"Delger","taimen",NA,850,NA,"",NA,85
"2012-U5",2009,"Delger","taimen",NA,800,NA,"",NA,80
"2012-U6",2009,"Delger","taimen",NA,450,NA,"",NA,45
"2012-U7",2009,"Delger","taimen",NA,750,NA,"",NA,75
"B086",2009,"Hovsgol","roach",NA,316,349,"",NA,31.6
"B087",2009,"Hovsgol","roach",NA,322,370,"",NA,32.2
"B088",2009,"Hovsgol","roach",NA,334,421,"",NA,33.4
"B089",2009,"Hovsgol","roach",NA,331,464,"",NA,33.1
"B090",2009,"Hovsgol","roach",NA,330,405,"",NA,33
"B091",2009,"Hovsgol","roach",NA,321,369,"",NA,32.1
"B092",2009,"Hovsgol","roach",NA,212,121,"",NA,21.2
"B093",2009,"Hovsgol","roach",NA,298,310,"",NA,29.8
"B094",2009,"Hovsgol","roach",NA,320,420,"",NA,32
"B095",2009,"Hovsgol","roach",NA,228,146,"",NA,22.8
"B096",2009,"Hovsgol","roach",NA,212,111,"",NA,21.2
"B097",2009,"Hovsgol","burbot",NA,592,1450,"",NA,59.2
"B098",2009,"Hovsgol","roach",NA,190,74,"",NA,19
"B099",2009,"Hovsgol","roach",NA,187,64,"",NA,18.7
"B101",2009,"Hovsgol","burbot",NA,469,613,"",NA,46.9
"B102",2009,"Hovsgol","burbot",NA,453,506,"",NA,45.3
"B103",2009,"Hovsgol","burbot",NA,435,597,"",NA,43.5
"B105",2009,"Hovsgol","burbot",NA,495,710,"",NA,49.5
"B106",2009,"Hovsgol","burbot",NA,594,1255,"",NA,59.4
"B107",2009,"Hovsgol","burbot",NA,628,1505,"",NA,62.8
"B109",2009,"Hovsgol","burbot",NA,598,1350,"",NA,59.8
"B111",2009,"Hovsgol","burbot",NA,685,1970,"",NA,68.5
"B112",2009,"Hovsgol","burbot",NA,696,2355,"",NA,69.6
"B113",2009,"Hovsgol","burbot",NA,830,4050,"",NA,83
"B114",2009,"Hovsgol","roach",NA,111,12.2,"",NA,11.1
"B117",2009,"Hovsgol","burbot",NA,435,448,"",NA,43.5
"B12",2011,"Uur","burbot",NA,275,126.7,"",NA,27.5
"B127",2009,"Hovsgol","roach",NA,196,84,"",NA,19.6
"B13",2011,"Uur","burbot",NA,368,308,"",NA,36.8
"B14",2011,"Uur","burbot",NA,499,832,"",NA,49.9
"B146",2009,"Hovsgol","perch",NA,369,745,"",NA,36.9
"B18",2011,"Hovsgol","burbot",NA,616,1340,"",NA,61.6
"B19",2011,"Hovsgol","burbot",NA,558,996,"",NA,55.8
"B192a",2009,"Hovsgol","burbot",NA,609,1400,"",NA,60.9
"B192b",2009,"Hovsgol","roach",NA,226,103,"",NA,22.6
"B194",2009,"Hovsgol","burbot",NA,721,2599,"",NA,72.1
"B20",2011,"Hovsgol","burbot",NA,578,1386,"",NA,57.8
"B23",2011,"Hovsgol","burbot",NA,649,1949,"",NA,64.9
"B24",2011,"Hovsgol","burbot",NA,493,836,"",NA,49.3
"B25",2011,"Hovsgol","burbot",NA,598,1565,"",NA,59.8
"B27",2011,"Hovsgol","burbot",NA,545,1003,"",NA,54.5
"B28",2011,"Hovsgol","burbot",NA,625,1439,"",NA,62.5
"B29",2011,"Hovsgol","burbot",NA,780,3297,"",NA,78
"B30",2011,"Hovsgol","burbot",NA,733,2636,"",NA,73.3
"B31",2011,"Hovsgol","burbot",NA,778,2681,"",NA,77.8
"B33",2011,"Hovsgol","burbot",NA,697,1391,"",NA,69.7
"B34",2011,"Hovsgol","burbot",NA,697,2025,"",NA,69.7
"B35",2011,"Hovsgol","burbot",NA,651,2087,"",NA,65.1
"B36",2011,"Hovsgol","burbot",NA,625,1628,"",NA,62.5
"B37",2011,"Hovsgol","burbot",NA,706,1861,"",NA,70.6
"B38",2011,"Hovsgol","burbot",NA,656,2123,"",NA,65.6
"B39",2011,"Hovsgol","burbot",NA,500,741,"",NA,50
"B40",2011,"Hovsgol","burbot",NA,499,737,"",NA,49.9
"B43",2011,"Hovsgol","burbot",NA,550,872,"",NA,55
"B44",2011,"Hovsgol","burbot",NA,487,798,"",NA,48.7
"B46",2011,"Hovsgol","burbot",NA,684,2720,"",NA,68.4
"B48",2011,"Hovsgol","burbot",NA,508,770,"",NA,50.8
"BT1001",2009,"Uur","stone loach",NA,75,3,"",NA,7.5
"BT1002",2009,"Uur","stone loach",NA,37,0.4,"",NA,3.7
"BT1003",2009,"Uur","stone loach",NA,NA,NA,"",NA,NA
"BT2003",2013,"Hovsgol","stone loach",NA,103,6,"",NA,10.3
"BT2004",2013,"Hovsgol","stone loach",NA,85.2,3.2,"",NA,8.52
"CM1001",2012,"Uur","spiny loach",NA,64,0.8,"",NA,6.4
"CM1002",2012,"Uur","spiny loach",NA,70,1,"",NA,7
"CM1003",2012,"Uur","spiny loach",NA,NA,NA,"",NA,NA
"G1",2012,"Uur","grayling-Arctic",NA,200,NA,"",NA,20
"G1023",2012,"Uur","grayling-Arctic",NA,141,22.8,"",NA,14.1
"G1143",2012,"Eg-near Hovsgol","grayling-unknown",NA,195,59.4,"",NA,19.5
"G116",2011,"Hovsgol","grayling-unknown",NA,235,77.8,"",NA,23.5
"G1375",2012,"Hovsgol","grayling-Hovsgol",NA,213,61,"",NA,21.3
"G1376",2012,"Hovsgol","grayling-Hovsgol",NA,235,76,"",NA,23.5
"G1377",2012,"Hovsgol","grayling-Hovsgol",NA,225,74,"",NA,22.5
"G1378",2012,"Hovsgol","grayling-Hovsgol",NA,209,52,"",NA,20.9
"G1379",2012,"Hovsgol","grayling-Hovsgol",NA,208,53,"",NA,20.8
"G1381",2012,"Hovsgol","grayling-Hovsgol",NA,223,75,"",NA,22.3
"G1382",2012,"Hovsgol","grayling-Hovsgol",NA,270,129,"",NA,27
"G149",2011,"Hovsgol","grayling-unknown",NA,NA,NA,"",NA,NA
"G2",2012,"Uur","grayling-Arctic",NA,210,NA,"",NA,21
"G201",2011,"Hovsgol","grayling-unknown",NA,278,NA,"",NA,27.8
"G202",2011,"Hovsgol","grayling-unknown",NA,277,NA,"",NA,27.7
"G207",2011,"Hovsgol","grayling-Hovsgol",NA,270,125,"",NA,27
"G229",2011,"Hovsgol","grayling-unknown",NA,281,159,"",NA,28.1
"G3",2012,"Uur","grayling-Arctic",NA,228,NA,"",NA,22.8
"HV 118 PP",2006,"Hovsgol","Phoxinus",NA,NA,NA,"",NA,NA
"L1",2012,"Uur","lenok",NA,283,NA,"",NA,28.3
"L1065",2012,"Uur","lenok",NA,486,1000,"",NA,48.6
"L1067",2012,"Uur","lenok",NA,252,131,"",NA,25.2
"L1075",2012,"Uur","lenok",NA,240,125,"",NA,24
"L1076",2012,"Uur","lenok",NA,103,8.9,"",NA,10.3
"L1078",2012,"Uur","lenok",NA,450,920,"",NA,45
"L1080",2012,"Uur","lenok",NA,491,1050,"",NA,49.1
"L1081",2012,"Uur","lenok",NA,462,918,"",NA,46.2
"L1082",2012,"Uur","lenok",NA,408,608,"",NA,40.8
"L1083",2012,"Eg","lenok",NA,374,474.3,"",NA,37.4
"L1084",2012,"Eg","lenok",NA,411,653.7,"",NA,41.1
"L1085",2012,"Eg","lenok",NA,344,316.3,"",NA,34.4
"L1141",2012,"Hovsgol","lenok",NA,243,118,"",NA,24.3
"L1179",2012,"Hovsgol","lenok",NA,379,450,"",NA,37.9
"L1195",2012,"Hovsgol","lenok",NA,259,152,"",NA,25.9
"L4",2012,"Uur","lenok",NA,282,164,"",NA,28.2
"L5",2012,"Uur","lenok",NA,300,216,"",NA,30
"Le1001-2011",2011,"Uur","lenok",NA,NA,NA,"",NA,NA
"Le1002-2011",2011,"Uur","lenok",NA,420,NA,"",NA,42
"Le1006-2011",2011,"Uur","lenok",NA,404,NA,"",NA,40.4
"Le1007-2011",2011,"Uur","lenok",NA,411,NA,"",NA,41.1
"Le1008-2011",2011,"Uur","lenok",NA,270,NA,"",NA,27
"Le1009-2011",2011,"Uur","lenok",NA,354,NA,"",NA,35.4
"Le1010-2011",2011,"Uur","lenok",NA,256,NA,"",NA,25.6
"Le1011-2011",2011,"Uur","lenok",NA,235,NA,"",NA,23.5
"Le1012-2011",2011,"Uur","lenok",NA,279,NA,"",NA,27.9
"Le1014-2011",2011,"Uur","lenok",NA,245,NA,"",NA,24.5
"Le1016-2011",2011,"Uur","lenok",NA,351,NA,"",NA,35.1
"LE2004",2013,"Uur","lenok",NA,NA,NA,"",NA,NA
"LE2008",2013,"Uur","lenok",NA,456,806,"",NA,45.6
"LE2009",2013,"Uur","lenok",NA,491,1068,"",NA,49.1
"Le42",2011,"Hovsgol","lenok",NA,402,NA,"",NA,40.2
"Le45",2011,"Hovsgol","lenok",NA,305,NA,"",NA,30.5
"Le47",2011,"Hovsgol","lenok",NA,525,1422,"",NA,52.5
"Le48",2011,"Hovsgol","lenok",NA,490,1061,"",NA,49
"Le49",2011,"Hovsgol","lenok",NA,468,953,"",NA,46.8
"Le50",2011,"Hovsgol","lenok",NA,365,426,"",NA,36.5
"Le51",2011,"Hovsgol","lenok",NA,380,440,"",NA,38
"Le52",2011,"Hovsgol","lenok",NA,380,423,"",NA,38
"Le53",2011,"Hovsgol","lenok",NA,388,578,"",NA,38.8
"Le56",2011,"Hovsgol","lenok",NA,480,924,"",NA,48
"Le57",2011,"Hovsgol","lenok",NA,474,948,"",NA,47.4
"Le58",2011,"Hovsgol","lenok",NA,390,490,"",NA,39
"Le60",2011,"Hovsgol","lenok",NA,472,955,"",NA,47.2
"Le61",2011,"Hovsgol","lenok",NA,405,540,"",NA,40.5
"Le62",2011,"Hovsgol","lenok",NA,365,407,"",NA,36.5
"Le63",2011,"Hovsgol","lenok",NA,392,457,"",NA,39.2
"Le67",2011,"Hovsgol","lenok",NA,263,145,"",NA,26.3
"Le68",2011,"Hovsgol","lenok",NA,272,140,"",NA,27.2
"Le69",2011,"Hovsgol","lenok",NA,264,130,"",NA,26.4
"Le70",2011,"Hovsgol","lenok",NA,224,102,"",NA,22.4
"Le71",2011,"Hovsgol","lenok",NA,239,110,"",NA,23.9
"Le72",2011,"Hovsgol","lenok",NA,275,180,"",NA,27.5
"Le73",2011,"Hovsgol","lenok",NA,230,90,"",NA,23
"Le74",2011,"Hovsgol","lenok",NA,210,68,"",NA,21
"Le76",2011,"Hovsgol","lenok",NA,270,141,"",NA,27
"Le77",2011,"Hovsgol","lenok",NA,266,140,"",NA,26.6
"Le80",2011,"Hovsgol","lenok",NA,395,548,"",NA,39.5
"Le81",2011,"Hovsgol","lenok",NA,378,427,"",NA,37.8
"Le82",2011,"Hovsgol","lenok",NA,276,162,"",NA,27.6
"Le84",2011,"Hovsgol","lenok",NA,386,529,"",NA,38.6
"Le85",2011,"Hovsgol","lenok",NA,570,1709,"",NA,57
"Le86",2011,"Hovsgol","lenok",NA,423,625,"",NA,42.3
"Le87",2011,"Hovsgol","lenok",NA,337,327,"",NA,33.7
"Le89",2011,"Hovsgol","lenok",NA,417,NA,"",NA,41.7
"LL1002",2012,"Hovsgol","burbot",NA,660,1950,"",NA,66
"LL1003",2012,"Hovsgol","burbot",NA,588,1160,"",NA,58.8
"LL1004",2012,"Hovsgol","burbot",NA,630,1850,"",NA,63
"LL1007",2012,"Hovsgol","burbot",NA,544,1050,"",NA,54.4
"LL1008",2012,"Hovsgol","burbot",NA,512,840,"",NA,51.2
"LL1009",2012,"Hovsgol","burbot",NA,481,640,"",NA,48.1
"LL1010",2012,"Hovsgol","burbot",NA,444,548,"",NA,44.4
"LL1011",2012,"Hovsgol","burbot",NA,523,800,"",NA,52.3
"LL1012",2012,"Hovsgol","burbot",NA,634,1650,"",NA,63.4
"LL1013",2012,"Hovsgol","burbot",NA,502,712,"",NA,50.2
"LL1014",2012,"Hovsgol","burbot",NA,324,229.2,"",NA,32.4
"LL2001",2013,"Hovsgol","burbot",NA,585,1250,"",NA,58.5
"LL2002",2013,"Hovsgol","burbot",NA,587,1150,"",NA,58.7
"LL2003",2013,"Hovsgol","burbot",NA,870,5450,"",NA,87
"LL2010",2013,"Hovsgol","burbot",NA,444,550,"",NA,44.4
"LM2001",2013,"Hovsgol","lake minnow",NA,120,15.2,"",NA,12
"Loach1",2011,"Uur","spiny loach",NA,61,NA,"",NA,6.1
"Loach12",2011,"Uur","spiny loach",NA,48,0.2,"",NA,4.8
"Loach2",2011,"Uur","spiny loach",NA,64,0.5,"",NA,6.4
"Loach22",2011,"Uur","spiny loach",NA,54,0.4,"",NA,5.4
"Loach23",2011,"Uur","spiny loach",NA,74,0.9,"",NA,7.4
"Loach24",2011,"Uur","spiny loach",NA,60,0.6,"",NA,6
"Loach25",2011,"Uur","spiny loach",NA,61,0.6,"",NA,6.1
"Loach26",2011,"Uur","spiny loach",NA,56,0.4,"",NA,5.6
"Loach27",2011,"Uur","spiny loach",NA,66,0.6,"",NA,6.6
"Loach28",2011,"Uur","spiny loach",NA,64,0.6,"",NA,6.4
"Loach29",2011,"Uur","spiny loach",NA,53,0.3,"",NA,5.3
"Loach3",2011,"Uur","spiny loach",NA,66,0.6,"",NA,6.6
"Loach30",2011,"Uur","spiny loach",NA,69,0.9,"",NA,6.9
"Loach31",2011,"Uur","spiny loach",NA,55,0.3,"",NA,5.5
"Loach32",2011,"Uur","spiny loach",NA,64,0.6,"",NA,6.4
"Loach33",2011,"Uur","spiny loach",NA,62,0.6,"",NA,6.2
"Loach34",2011,"Uur","spiny loach",NA,64,0.6,"",NA,6.4
"Loach35",2011,"Uur","spiny loach",NA,63,0.6,"",NA,6.3
"Loach36",2011,"Uur","spiny loach",NA,60,0.5,"",NA,6
