"SITE","NOME","X","Y","ILLUMINATION","VINES","DM97","DM98","DM99","DM00","DM01","DM02","DM03","DM04","DM05","DM06","DM07","DM08","DM09","INC9597","INC9798","INC9899","INC9900","INC0001","INC0102","INC0203","INC0304","INC0405","INC0506","INC0607","INC0708","INC0809","FRT97","FRT98","FRT99","FRT00","FRT01","FRT02","FRT03","FRT04","FRT05","FRT06","FRT07","FRT08","FRT09"
"MR",40001,-207.7,-1598.6,3,2,40.1,40.7,41.4,42.3,43.5,44.5,45.5,46.4,47,48.2,49.1,50.5,51.6,0.6,0.55,0.75,0.9,1.2,0.95,1.05,0.85,0.6,1.2,0.9,1.45,1.05,0,20,0,20,3,26,3,2,15,1,10,0,9
"MR",110,-99.3,-1545.1,3,1,81.2,81.6,82,82.9,84,84.7,85.6,86.6,87.6,88.6,89.6,90.9,92.2,0.37,0.4,0.45,0.85,1.15,0.65,0.95,1,1,0.95,1.05,1.25,1.3,163,44,33,80,73,240,3,225,6,248,21,4,19
"MR",40102,-541.1,-1454.4,4,0,25.8,26.8,27.6,28.6,29.6,30.6,31.3,32.2,32.9,33.9,34.6,35.6,36.7,NA,0.95,0.85,0.95,1,1,0.75,0.9,0.7,1,0.7,0.95,1.1,3,5,4,2,1,3,0,0,2,8,6,10,1
"MR",40101,-452.7,-1388.4,3,0,30.8,31.2,31.8,32.5,33.3,34.2,34.8,35.8,36,36.5,36.9,37.4,38,NA,0.35,0.65,0.7,0.8,0.85,0.6,1,0.25,0.45,0.45,0.5,0.55,50,0,3,62,0,64,18,0,1,10,8,19,3
"MR",40103,-151.3,-1314.6,3,3,34.1,34.1,34.3,34.4,34.4,34.4,34.4,34.7,34.6,34.6,34.5,34.7,34.7,NA,0,0.15,0.1,0.05,0,0,0.25,-0.05,0,-0.1,0.15,0,NA,0,0,0,0,2,0,0,0,0,0,0,0
"MR",109,-35.6,-1422.4,3,0,57,57.6,58.5,59.5,60.8,62.2,63.2,64.2,65,66.1,67,67.8,68.8,0.79,0.6,0.85,1.05,1.25,1.4,1.05,0.95,0.8,1.1,0.95,0.8,1,10,9,0,22,0,8,0,0,2,2,2,0,1
"MR",40201,-841.7,-1217.5,2,1,32.1,32.8,33.5,34.3,35.3,36.3,37.2,38.3,39.1,40.1,40.8,41.5,42.6,0.68,0.7,0.7,0.8,1,1,0.9,1.1,0.8,1,0.65,0.7,1.1,1,7,0,20,3,4,6,0,3,1,2,6,1
"MR",113,-828.7,-1151.5,3,1,33.4,34,34.5,35.1,36.2,37,37.5,38.4,38.7,39.4,39.7,40.1,41.1,0.53,0.65,0.45,0.65,1.05,0.8,0.55,0.85,0.35,0.65,0.3,0.45,0.95,0,0,1,1,4,3,3,0,7,5,9,6,2
"MR",40204,-683.7,-1319,3,3,62.5,62.5,62.7,62.9,63,63.1,63.3,63.6,63.7,63.9,64.1,64.1,64.6,NA,0.05,0.15,0.2,0.15,0.1,0.2,0.25,0.1,0.25,0.15,0,0.5,2,4,0,3,4,1,0,0,9,2,1,0,0
"MR",111,-392.8,-1288.4,1,0,26.5,26.8,27.3,28.2,28.8,29.6,30.1,31,31.4,32.1,32.4,32.8,33.4,0.42,0.3,0.45,0.9,0.65,0.75,0.55,0.9,0.4,0.65,0.3,0.4,0.6,12,0,7,6,7,7,44,0,27,7,9,6,3
"MR",40202,-156.1,-1215.2,3,0,25.3,25.7,26.2,27.2,28,28.8,29.8,30.7,31.2,32.1,32.7,33.1,33.4,0.67,0.4,0.5,1,0.75,0.85,0.95,0.95,0.5,0.9,0.55,0.4,0.35,0,0,0,0,0,1,0,0,1,0,0,0,0
"MR",40203,-139.2,-1245,2,1,44.9,45.4,45.8,46.7,48,49.4,50.2,51.1,51.6,52.6,53.5,54.6,55.8,0.7,0.55,0.4,0.85,1.35,1.35,0.85,0.9,0.5,1,0.85,1.1,1.25,0,0,0,0,0,9,0,0,1,0,7,0,0
"MR",117,-1068,-979.8,1,4,37.8,37.9,38,38.3,38.6,38.7,38.9,39.5,39.7,39.9,40.2,40.5,41.1,0.1,0.1,0.1,0.25,0.3,0.1,0.25,0.6,0.15,0.25,0.25,0.35,0.55,0,3,2,0,0,3,0,0,1,1,3,0,0
"MR",40302,-1014.3,-1034.3,1,0,22.3,23.2,23.1,23.1,23.4,23.6,24.1,24.1,24.3,24.6,24.6,25.2,25.4,0.7,0.95,-0.15,0,0.35,0.2,0.45,0,0.25,0.3,-0.05,0.65,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MR",40301,-996.4,-1029.4,4,1,38.1,38.5,38.7,39.2,39.8,40.6,41.4,42.1,42.3,42.3,42,42.2,42.3,0.6,0.4,0.15,0.55,0.6,0.8,0.75,0.7,0.2,0,-0.3,0.25,0.1,6,3,0,2,5,16,0,0,1,0,0,0,0
"MR",115,-959.5,-983.2,0,1,36.7,37,37.2,37.5,38.3,38.6,39.3,40.2,40.4,41.3,41.5,42,42.6,0.39,0.3,0.2,0.35,0.75,0.35,0.7,0.85,0.25,0.9,0.15,0.5,0.6,0,0,0,2,2,10,2,0,38,1,4,0,0
"MR",116,-979.4,-940.6,4,0,52.6,53.2,53.4,53.9,54.7,55.3,56.1,57,57.2,58.1,58.2,58.4,58.9,0.42,0.6,0.15,0.55,0.8,0.6,0.75,0.9,0.25,0.85,0.1,0.2,0.55,3,2,0,19,0,2,2,0,24,2,9,0,2
"MR",114,-794.4,-1053.5,3,2,35.8,36.4,37.4,38.1,38.8,38.9,38.9,39.5,39.5,39.7,39.7,39.9,40.2,0.89,0.6,0.95,0.75,0.7,0.05,0.05,0.55,0.05,0.2,0,0.2,0.25,3,3,0,0,0,0,0,0,0,0,0,0,0
"MR",40303,-638.3,-980.1,3,0,28.3,29.2,30,31,32,33,33.9,35.1,35.5,36.3,37.1,37.8,38.6,NA,0.9,0.8,1,1,1,0.9,1.15,0.4,0.8,0.8,0.7,0.85,2,13,0,1,0,4,2,3,13,0,2,3,1
"MR",112,-133.2,-1041.8,3,0,41.9,42.5,43,43.8,44.6,45.1,45.5,46.5,47,48.4,49.2,50.2,51.2,0.73,0.6,0.5,0.8,0.8,0.5,0.4,0.95,0.55,1.35,0.8,1.05,0.95,20,14,2,20,7,24,20,1,5,8,9,1,14
"MR",119,-1075.7,-781.8,3,0,46.8,47.4,48,48.8,49.8,50.6,51.3,51.8,52.1,52.9,53.2,53.8,55,0.7,0.65,0.55,0.85,1,0.8,0.7,0.5,0.3,0.8,0.25,0.65,1.2,0,0,0,0,1,4,0,0,0,0,0,0,1
"MR",120,-1068.6,-768.8,3,2,28.5,28.9,29.6,30.6,31.4,31.9,32,32,32,32.2,32.3,32.8,32.9,0.5,0.45,0.65,1.05,0.8,0.5,0.1,0,0,0.15,0.15,0.45,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MR",40401,-1038.7,-817.5,0,0,18.3,18.7,19.2,19.9,20.7,21.1,21.6,22.2,22.7,23.3,23.8,24.8,26.4,NA,0.44,0.5,0.7,0.8,0.4,0.45,0.6,0.5,0.6,0.5,1,1.6,NA,0,0,0,0,0,0,0,0,0,0,0,1
"MR",118,-1012.9,-852.4,3,1,46.2,47,47.8,49,50.5,51.6,52.7,54,54.6,55.6,56.1,56.7,58.2,1.03,0.85,0.75,1.25,1.5,1.1,1.05,1.3,0.6,1.05,0.5,0.6,1.45,0,4,0,13,1,4,1,11,26,1,4,1,2
"MR",40405,-932.3,-849.5,2,1,NA,NA,24.9,25.1,25.3,25.4,25.8,26.3,26.4,26.8,27.1,27.5,28.3,NA,NA,NA,0.2,0.2,0.1,0.35,0.55,0.1,0.4,0.3,0.4,0.8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",40406,-907.9,-878.6,3,0,NA,NA,18.8,20.2,22.2,23.6,24.8,26.4,27.4,28.9,30.1,31.1,32.9,NA,NA,NA,1.4,1.95,1.4,1.2,1.6,1,1.55,1.2,1,1.75,NA,NA,0,0,0,7,0,0,30,0,11,0,2
"MR",40407,-900.4,-891.6,2,3,NA,NA,18.1,18.2,18.3,18.4,18.5,19,19.1,19.5,19.6,20.3,20.9,NA,NA,NA,0.05,0.1,0.1,0.15,0.5,0.05,0.4,0.15,0.7,0.55,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",40408,-889.5,-904.6,4,1,NA,NA,20.7,21.2,21.9,22.7,23.4,24.5,25.4,26.5,27.1,28.1,29.1,NA,NA,NA,0.45,0.75,0.75,0.7,1.15,0.85,1.1,0.6,1,1.05,NA,NA,0,0,0,0,0,0,0,0,3,0,0
"MR",40409,-549.4,-797,NA,NA,NA,NA,NA,NA,30,30.5,30.8,31.4,31.6,31.8,32.2,32.6,33.2,NA,NA,NA,NA,NA,0.5,0.3,0.6,0.2,0.15,0.4,0.4,0.65,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
"MR",40402,-169.1,-764,1,3,13.8,14.1,14.2,14.7,15.1,15.4,15.6,16.2,16.6,16.9,17.1,17.8,18.5,NA,0.28,0.1,0.5,0.4,0.35,0.15,0.6,0.4,0.3,0.2,0.75,0.65,NA,0,0,0,0,0,0,0,0,0,0,0,0
"MR",40404,-166.6,-813,0,0,NA,10.5,11.1,12.1,12.8,14.1,14.6,15.1,15.7,17.1,17.8,19.3,21,NA,NA,0.6,1,0.7,1.25,0.55,0.45,0.65,1.35,0.75,1.5,1.65,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",40403,-141.6,-795,1,0,13.6,14.2,15.1,16.3,17.6,18.7,20.2,21.6,22.7,23.9,24.5,25.4,26.4,NA,0.57,0.95,1.15,1.35,1.1,1.45,1.45,1.05,1.25,0.6,0.9,1,NA,0,0,0,0,0,0,0,0,0,0,0,0
"MR",121,-1057.2,-666.7,2,3,51.7,51.8,51.8,52.2,52.2,52,52.1,52.4,52.5,52.7,52.7,53,53.8,-0.03,0.1,0,0.4,0,-0.15,0.05,0.35,0.1,0.2,0,0.25,0.8,0,0,0,0,0,10,1,0,6,0,2,1,0
"MR",40504,-1072,-707.6,4,1,38.5,38.8,39,39.6,40.4,40.8,41.3,42.2,42.5,43,43.2,43.4,44.3,0.4,0.25,0.2,0.6,0.85,0.4,0.5,0.85,0.3,0.55,0.15,0.25,0.9,2,39,1,20,3,10,2,4,34,3,7,4,0
"MR",40591,-555.2,-556,NA,NA,NA,6.6,6.9,7.4,7.8,7.9,8,8.4,8.4,8.7,8.9,9.1,9.4,NA,NA,0.3,0.45,0.4,0.15,0.1,0.4,0,0.25,0.2,0.25,0.25,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",40503,-412.2,-550.2,3,1,53,53.6,53.8,54.7,55.8,56.9,57.8,59.1,59.6,60.6,61.1,61.8,63,0.63,0.6,0.2,0.9,1.1,1.1,0.95,1.25,0.5,1.05,0.5,0.7,1.2,55,10,3,9,2,26,18,3,34,1,24,8,15
"MR",40507,-359.4,-505.9,2,1,NA,NA,20.2,20.7,21.7,22.5,22.9,24,24.2,24.7,25.1,25.6,26.3,NA,NA,NA,0.5,1,0.8,0.4,1.05,0.25,0.5,0.4,0.5,0.65,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",40508,-353.1,-533.1,2,1,NA,NA,29.8,30.5,31.1,31.5,31.4,31.9,32.2,32.6,33,33.2,33.5,NA,NA,NA,0.65,0.65,0.35,-0.05,0.5,0.3,0.4,0.35,0.25,0.3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",40502,-382.2,-656.6,4,0,55.7,56.1,56.4,56.9,57.7,58.4,59,59.5,60,60.5,61,61.3,61.7,0.2,0.35,0.3,0.5,0.8,0.75,0.55,0.55,0.45,0.5,0.5,0.3,0.4,0,4,0,4,0,4,4,1,1,0,0,0,0
"MR",40501,-372.2,-721,4,0,30.3,31.9,32.8,34.2,35.5,37.3,38.4,40,40.9,42.2,43,44,45.3,2.43,1.6,0.95,1.35,1.3,1.8,1.15,1.55,0.95,1.25,0.85,0.95,1.35,0,20,0,4,1,6,0,2,13,19,28,48,8
"MR",40505,-279.5,-591.4,0,0,18.3,18.8,19.6,20.2,21.1,22.1,22.4,22.6,22.9,23.5,23.7,24,24.3,NA,0.45,0.85,0.55,0.95,1,0.25,0.25,0.3,0.55,0.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
"MR",40506,-259.6,-504.6,1,2,10.1,10.8,12,13.3,14.3,15.4,17,18.5,19.6,20.8,21.7,22.8,24,NA,0.72,1.2,1.3,0.95,1.15,1.55,1.5,1.15,1.15,0.95,1.1,1.2,NA,0,0,0,0,0,0,0,0,0,0,0,0
"MR",40601,-392.4,-421.6,2,1,NA,NA,13.1,14.2,16,16.9,17.2,17.3,17.6,18,18.4,18.7,19.1,NA,NA,NA,1.05,1.85,0.9,0.3,0.1,0.3,0.4,0.35,0.3,0.45,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",40702,-426.7,-185.5,3,1,21.1,21.6,22.3,23.1,24,25,25.3,26.2,26.6,27.1,27.4,27.9,28.6,0.6,0.5,0.7,0.75,0.95,0.95,0.3,0.9,0.45,0.5,0.3,0.5,0.7,0,0,0,2,0,3,2,0,3,0,0,1,0
"MR",122,-290.1,-277,2,0,40.5,41.1,41.6,42.2,43.4,44.3,44.8,46.1,46.5,47.3,48,48.8,50.1,0.27,0.6,0.45,0.65,1.15,0.95,0.45,1.35,0.4,0.75,0.75,0.75,1.35,0,0,0,5,0,10,8,2,14,1,6,1,2
"MR",123,-282.5,-307.6,4,1,44.7,45.4,46.1,47.3,48.8,49.8,50.7,51.7,52.7,54.1,55.4,56.3,57.3,0.83,0.7,0.7,1.25,1.5,1,0.9,0.95,1.05,1.35,1.3,0.95,0.95,0,6,0,1,0,2,2,1,16,1,2,6,1
"MR",40701,-259.6,-338,3,4,25.6,25.8,25.9,26.3,27.4,28.3,29,30.4,31.3,32.8,34.2,35.7,37.6,0.15,0.2,0.15,0.4,1.05,0.95,0.7,1.4,0.85,1.55,1.35,1.5,1.95,0,0,0,0,0,0,0,0,0,0,0,6,0
"MR",124,-246.6,-259.3,4,3,44.4,44.6,45.1,45.6,46.3,46.9,47.3,48,48.3,48.9,49.2,49.7,50.6,0.13,0.2,0.45,0.55,0.65,0.65,0.4,0.65,0.3,0.6,0.3,0.5,0.9,0,0,0,9,0,5,0,2,5,10,25,5,13
"MR",40704,-138.7,-305.6,1,0,6.7,7,7.5,8.3,9.5,10.6,11.4,12.5,13.1,14,14.5,15.4,15.7,NA,0.3,0.45,0.85,1.15,1.1,0.85,1.05,0.65,0.85,0.5,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
"MR",40703,-136.1,-299.1,3,4,11.9,12.3,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MR",125,-127.8,-227.1,3,2,42.2,43.1,43.7,44.8,45.8,46.4,47,47.8,48.1,48.6,49,49.7,50.6,1.3,0.9,0.6,1.1,1.05,0.6,0.6,0.8,0.3,0.45,0.45,0.65,0.9,0,0,0,0,0,6,0,0,0,0,0,0,0
"MR",40805,-707.3,-103.9,2,3,28.8,29.5,30.4,31.4,32.5,33.2,33.6,34.5,34.7,34.9,35.2,35.6,36.4,NA,0.7,0.9,0.95,1.15,0.65,0.45,0.9,0.2,0.2,0.3,0.35,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"MR",40804,-632.4,-85.1,4,4,40,40.2,40.4,40.6,40.8,40.9,41,41.3,41.3,41.4,41.4,41.6,41.8,NA,0.2,0.2,0.15,0.25,0.1,0.1,0.25,0.05,0.1,0,0.2,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0
"MR",127,-405.5,-37.9,4,3,44.5,44.6,44.7,45.1,45.6,45.9,46.3,46.5,46.8,47.2,47.3,47.5,47.5,-0.1,0.15,0.1,0.4,0.45,0.3,0.4,0.2,0.35,0.4,0.05,0.25,-0.05,11,2,1,6,0,3,6,0,1,0,0,0,0
"MR",40803,-429.6,-31.4,2,3,35.1,36.4,37.5,38.9,40.5,41.7,42.3,43.1,43.1,43.3,43.4,43.8,44.1,NA,1.3,1.1,1.35,1.65,1.2,0.6,0.75,0.05,0.2,0.1,0.4,0.3,0,0,0,0,0,2,7,1,0,0,0,0,0
"MR",40802,-262.1,-82.9,0,0,26.3,27,27.7,28.6,29.7,30.5,30.9,31.9,32.3,33.4,33.9,34.9,36.4,NA,0.7,0.65,0.9,1.1,0.85,0.4,1,0.35,1.1,0.55,1,1.45,0,0,0,0,0,3,2,0,2,0,3,1,2
"MR",40801,-148.5,-26.9,1,3,33.2,33.2,33.2,33.5,33.4,33.5,33.5,33.5,33.7,33.9,33.9,34.3,34.6,NA,-0.05,0,0.3,-0.05,0.05,0.05,0,0.2,0.2,0,0.35,0.35,0,0,0,0,0,4,0,0,0,0,0,0,0
"MR",126,-86.2,-3.1,4,3,59.8,59.7,59.9,60.2,60.4,60.6,60.7,61,61.3,61.6,61.8,62,62.3,0.17,-0.05,0.15,0.3,0.25,0.15,0.15,0.25,0.3,0.3,0.2,0.2,0.3,0,0,1,7,3,2,2,0,0,0,1,1,0
"MR",128,-749.9,183.3,4,0,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MR",40901,-776.8,185.6,3,1,NA,27.3,28,28.9,29.9,30.4,30.8,30.9,32.6,33.4,34.6,35.5,36.8,NA,NA,0.7,0.9,1,0.5,0.4,0.1,1.7,0.8,1.2,0.9,1.3,NA,NA,0,1,0,0,2,2,5,1,0,0,2
"MR",40902,-729.3,158.8,1,3,NA,16.7,17,17.3,17.7,18,18.5,19.2,19.7,20.6,20.7,21.2,21.8,NA,NA,0.3,0.3,0.35,0.35,0.5,0.7,0.5,0.9,0.1,0.5,0.55,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"MR",131,-340.5,207.4,3,4,43.6,44,44.4,45.4,46.7,47.4,48.3,49.3,49.9,50.8,51.4,52.4,53.7,0.26,0.4,0.4,1,1.25,0.75,0.9,1,0.55,0.95,0.55,1.05,1.25,0,3,0,3,2,2,14,4,14,1,7,9,1
"MR",132,-257.4,152.4,0,3,36.1,36.3,36.3,36.4,36.6,36.6,36.5,36.5,NA,NA,NA,NA,NA,0.1,0.2,0.05,0.1,0.15,0,-0.05,0,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA
"MR",133,-128.8,176.6,4,3,40.3,40.6,40.9,41.6,42.6,43.4,44,44.8,45.4,46.4,47.1,47.8,49.2,0.3,0.35,0.3,0.65,1.05,0.75,0.65,0.8,0.6,0.95,0.7,0.75,1.35,2,0,4,1,0,4,2,3,48,2,2,2,6
"MR",129,-729.8,234.7,2,2,64.2,64.1,64.3,64.5,65.1,65.5,65.6,66.2,66.5,66.9,67.4,67.9,69.2,0.03,-0.1,0.2,0.25,0.55,0.45,0.05,0.65,0.3,0.4,0.45,0.5,1.35,4,2,2,2,3,4,0,1,0,0,2,0,1
"MR",130,-660.9,212.6,4,0,89.5,89.9,90.2,90.7,91.5,92.3,92.9,93.5,94,94.8,95.5,96.1,97.2,0.32,0.4,0.3,0.55,0.75,0.8,0.65,0.55,0.55,0.8,0.65,0.6,1.1,5,3,3,5,2,3,12,1,52,1,18,9,9
"MR",41001,-626.8,241.2,1,3,41,41.2,41.3,41.4,41.6,41.9,41.9,41.9,41.9,42,42,42.3,42.7,0.29,0.2,0.15,0.1,0.15,0.3,0,0.05,0,0.05,0,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"MR",41002,-655.8,257.9,3,4,39.4,39.5,39.8,40.3,40.9,41.6,NA,NA,NA,NA,NA,NA,NA,0.2,0.05,0.3,0.5,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA
"MR",41004,-553,293.1,2,4,36.3,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MR",41003,-488,242.5,3,0,67.9,68.7,69.4,70.5,72.1,73.4,74.3,75.7,76.5,77.5,78.2,79.1,80.9,0.67,0.75,0.75,1.1,1.55,1.35,0.85,1.45,0.75,1.05,0.7,0.9,1.8,2,2,0,0,0,0,0,9,27,3,45,46,21
"MR",41005,-488,216.5,4,0,39.3,39.8,40.3,41.2,42.3,43.2,43.8,44.8,45.3,46.4,47.2,47.9,49.5,0.45,0.45,0.5,0.95,1.1,0.9,0.6,0.95,0.55,1.05,0.85,0.7,1.55,3,3,2,6,1,7,1,7,6,2,3,8,14
"MR",41008,-445.6,214.2,1,0,24.1,24.8,25.6,26.7,28,29.1,29.7,30.7,31.2,32.1,33,34,35.2,NA,0.65,0.8,1.1,1.35,1.1,0.55,1,0.5,0.95,0.85,1,1.2,0,0,0,0,0,2,0,0,1,0,1,2,7
"MR",135,-431.3,279.9,3,3,62.3,62.4,62.7,63.1,63.6,64.3,64.8,65.6,66,66.4,66.8,67.2,NA,0.33,0.1,0.35,0.4,0.5,0.7,0.45,0.8,0.45,0.4,0.4,0.35,NA,0,0,0,10,2,7,7,6,12,4,11,2,NA
"MR",136,-398.4,252.2,3,1,81.8,81.8,82,82.4,82.9,83.4,83.4,84.2,84.6,85.2,85.3,85.9,86.6,0.17,0.05,0.2,0.35,0.55,0.5,0,0.8,0.35,0.6,0.15,0.6,0.7,5,21,3,130,13,156,31,60,57,38,95,9,30
"MR",137,-394.7,253.9,3,1,145.6,145.8,146.1,146.7,147.5,148.2,148.8,149.7,150,150.8,151,151.6,152.5,-0.3,0.25,0.3,0.6,0.75,0.75,0.6,0.9,0.3,0.75,0.2,0.6,0.9,62,22,65,59,11,163,73,44,62,103,155,17,280
"MR",41006,-379.6,257.1,1,4,31.8,31.9,31.9,32.1,32.2,32.4,32.4,32.6,32.7,32.8,32.6,32.6,32.7,0,0.1,0,0.15,0.15,0.15,0.05,0.2,0.05,0.1,-0.15,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MR",41007,-441.5,258.1,0,4,18.8,18.8,18.9,19,19.2,19.2,19.2,19.2,19.3,19.5,19.5,19.8,19.9,0.15,0.05,0.05,0.1,0.2,0,0,0.05,0.1,0.2,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MR",134,-26.6,405.1,4,3,38.6,38.6,38.6,38.7,38.8,38.8,39,39.5,39.8,40.3,40.7,41.1,41.9,0.6,-0.05,0.05,0.05,0.15,0,0.2,0.45,0.35,0.5,0.35,0.4,0.85,8,3,0,1,1,5,9,0,12,1,10,1,7
"MR",41201,-108.7,747.4,4,2,NA,41.8,42.1,42.5,43,43.1,43.2,43.5,43.6,43.7,43.7,43.8,43.9,NA,NA,0.25,0.45,0.45,0.15,0.05,0.35,0.1,0.1,-0.05,0.1,0.15,NA,47,3,3,4,5,0,4,43,2,2,6,2
"MR",41401,-569.2,1128.7,NA,NA,38.8,38.8,38.8,38.8,38.9,39,38.9,39.3,39.4,39.6,39.6,40,40.9,0.4,-0.05,0,0,0.1,0.1,-0.1,0.4,0.1,0.25,0,0.4,0.85,0,0,0,0,0,7,0,0,0,0,0,0,0
"MR",138,-139.5,1136.1,3,2,42.6,43.2,43.6,44.1,44.8,45.3,45.7,46.2,46.5,46.9,46.9,47.1,47.6,0.33,0.6,0.35,0.5,0.7,0.55,0.4,0.45,0.3,0.4,0,0.25,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0
"MR",41505,-895.9,1218.4,3,0,22,23.2,24.1,25.2,27.1,28.5,29.4,30.9,31.8,32.9,33.7,34.7,36,NA,1.2,0.85,1.15,1.9,1.4,0.85,1.55,0.9,1.1,0.8,1,1.25,0,0,0,0,2,0,0,0,0,2,2,6,4
"MR",146,-890.9,1288.9,3,3,38.5,38.7,39.3,40,40.8,41.5,42.3,43,43.5,44.1,44.6,45.6,46.5,0.77,0.25,0.6,0.7,0.8,0.7,0.75,0.7,0.5,0.65,0.5,1,0.9,0,2,0,3,3,5,1,1,5,0,2,1,0
"MR",145,-806.9,1232.8,2,2,32.1,32.7,33,33.5,34.2,34.7,35,35.6,35.9,36.2,36.6,36.9,37.6,0.47,0.55,0.35,0.5,0.65,0.5,0.3,0.65,0.3,0.3,0.4,0.25,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0
"MR",41506,-486.1,1364.6,3,0,NA,23.3,24,25.3,26.7,28,29.4,31,32,33.1,33.9,35.2,36.3,NA,NA,0.7,1.25,1.45,1.25,1.45,1.55,1.05,1.05,0.8,1.3,1.15,NA,NA,0,0,0,0,0,0,0,0,0,1,0
"MR",144,-448.1,1433.7,3,0,34.3,34.7,35,35.7,36.4,37.3,37.7,38.7,39.2,40.2,40.9,41.4,42.6,0.43,0.4,0.3,0.7,0.75,0.85,0.45,1,0.5,0.95,0.7,0.55,1.15,0,1,3,0,2,6,1,10,26,4,6,1,12
"MR",41503,-463.4,1468,3,0,17.6,18.6,19.7,20.9,22.4,23.9,24.8,26,27.4,29.2,31.2,33.3,35.6,0.65,1.05,1.1,1.2,1.5,1.45,0.9,1.25,1.35,1.8,2.05,2.05,2.3,0,0,0,0,0,0,0,0,1,0,0,0,0
"MR",143,-413.2,1252.2,2,3,49.1,49.1,49.3,49.6,50.2,50.2,50.2,50.2,50.1,50.1,50.1,50,NA,0.2,0,0.2,0.3,0.55,0.05,0,0,-0.1,0,0,-0.15,NA,0,0,0,0,0,0,0,0,3,0,0,0,NA
"MR",41501,-403.3,1270.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MR",41502,-406.8,1321.9,3,2,29.2,29.9,30.6,31.5,32.2,32.9,33.4,34.2,34.8,35.3,35.6,36.3,37.1,1.2,0.7,0.7,0.9,0.7,0.7,0.45,0.85,0.55,0.55,0.3,0.7,0.8,15,2,2,5,4,2,2,0,0,4,0,2,3
"MR",142,-380.1,1284.6,3,1,45.4,45.9,46.3,47,47.8,48.5,49.1,50,50.2,50.6,51.1,51.4,52.3,0.3,0.45,0.4,0.7,0.8,0.7,0.6,0.9,0.25,0.35,0.5,0.3,0.95,15,29,2,12,2,9,1,4,15,2,9,1,7
"MR",141,-330.9,1297.5,4,1,40.1,40.5,41,41.4,42.2,43,43.7,44.7,45.4,46.3,46.7,47.1,47.9,0.5,0.4,0.5,0.4,0.85,0.8,0.65,1.05,0.65,0.9,0.4,0.4,0.8,20,1,1,33,3,10,7,2,36,2,4,2,3
"MR",140,-266,1304.8,4,0,32.1,32.9,33.7,34.9,36.2,37.6,38.7,40.1,41.3,42.5,43.4,44.6,46,0.53,0.75,0.85,1.2,1.25,1.45,1.05,1.4,1.2,1.25,0.9,1.2,1.4,0,0,0,13,0,8,2,0,6,0,1,0,0
"MR",139,-243.1,1394,3,1,38.3,38.8,39,39.6,40.4,41.2,41.9,42.8,43.6,44.6,45.1,45.7,46.7,0.07,0.45,0.2,0.6,0.8,0.85,0.65,0.95,0.8,0.95,0.5,0.65,0.95,7,2,9,6,2,9,0,3,1,2,5,6,4
