sample_id,date,year,water_body,location,lat_dd,long_dd,tube_id_2011,kirk_number_2011,field_id,species_name,gear,vgn_depth_m,vgn_id,start_time,end_time,depth_start,depth_stop,total_depth,otoliths,scale,muscle,adipose,whole_fish,fin_clip,genetics,photo,stomach_lavage,stomach_dissection,stomach_contents,food_weight_g,bia,fate,age_otolith,age_otolith_by,age_otolith_confidence,age_otolith_date,age_scale,tl_mm,fl_mm,sl_mm,weight_g,weight_dry_g,q_2,sex,gillraker_count,c,o,sr,op,ch_1,ch_2,lmx,lmd,io,h_1,h_2,ad,pd,pv,pa,av,dc,ac,ld,hd,la,ha,lp,hp,lv,hv,pl,ll,d,a,p,v,egg_development,egg_weight,egg_count,d13c_muscle,d15n_muscle,percent_c_muscle,percent_n_muscle,c_to_n_muscle,d13c_adipose,d15n_adipose,percent_c_adipose,percent_n_adipose,c_to_n_adipose,water_temp_c,do_mg_l,conductivity,weather,time,floy_id,pit_id,lotek_id,lotek_code,lotek_freq,nickname,comments
103,7/24/09,2009,Hovsgol,Yellow Corner,51.30581,100.29773,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,21:30,9:15,0,40,55,,,,,,,,,,,,0,,,,,,,10+,299,264,247,210,NA,175,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
105,7/24/09,2009,Hovsgol,Yellow Corner,51.30581,100.29773,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,21:30,9:15,0,40,55,,,,,,,,,,,,3.6,,,,,,,7+,252,225,210,111,NA,100,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
106,7/24/09,2009,Hovsgol,Yellow Corner,51.30581,100.29773,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,21:30,9:15,0,40,55,,,,,,,,,,,,0.5,,,,,,,7+ ,254,220,208,99,NA,88,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
120,7/24/09,2009,Hovsgol,Yellow Corner,51.30581,100.29773,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,21:30,9:15,0,40,55,,,,,,,,,,,,0,,,,,,,5+,209,187,174,58.5,NA,48,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
146,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,22:30,9:00,1,3,NA,,,,,,,,,,,,1,,,,,,,8+,270,237,228,138,NA,120,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
148,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,22:30,9:00,1,3,NA,,,,,,,,,,,,1.3,,,,,,,6+,225,200,184,78,NA,64,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
150,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,22:30,9:00,2,12,NA,,,,,,,,,,,,1.5,,,,,,,9+,296,267,248,165,NA,146,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
151,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,22:30,9:00,2,12,NA,,,,,,,,,,,,3.3,,,,,,,10+,280,254,238,154,NA,140,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
153,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,22:30,9:00,2,12,NA,,,,,,,,,,,,0,,,,,,,10+,290,264,248,178,NA,155,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
155,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,22:30,9:00,2,12,NA,,,,,,,,,,,,0,,,,,,,10+,292,261,244,158,NA,140,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
158,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,22:30,9:00,2,12,NA,,,,,,,,,,,,1.9,,,,,,,9+,286,255,242,160,NA,140,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
222,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,20:00,1:00,2,2,NA,Y,,,,,,,,,,,0.8,,,,,,,7+,252,230,214,102,NA,85,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
2009-U134,7/26/09,2009,Hovsgol,Horoo,51.55476,100.51522,,,burbot,burbot,gillnet-horizontal,NA,NA,20:00,,3,3,NA,Y,,,,,,,,,Y,,NA,,,,,,,,580,NA,NA,1230,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
2009-U139,7/26/09,2009,Hovsgol,Horoo,NA,NA,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,9:00,NA,NA,NA,,,,,,,,,,,,1.6,,,,,,,8+,NA,234,217,NA,NA,110,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
2009-U141,7/26/09,2009,Hovsgol,Horoo,NA,NA,,,grayling-Hovsgol,grayling-unknown,gillnet-vertical,NA,NA,,9:00,NA,NA,NA,,,,,,,,,,,,1.8,,,,,,,8+,NA,235,218,NA,NA,110,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,VI-II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B003,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,burbot,burbot,gillnet-horizontal,NA,NA,21:30,,1.5,5,NA,Y,,Y,,,,,,,Y,,NA,,,,,,,,781,NA,NA,4195.7,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.75,9.56,33.6033,9.9334,3.38,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B004,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,burbot,burbot,gillnet-horizontal,NA,NA,21:30,,1.5,5,NA,Y,,Y,,,,,,,,,NA,,,,,,,,766,NA,NA,3098,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.41,8.88,33.2088,10.0442,3.31,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B006,7/21/09,2009,Hovsgol,Toilogt,50.65133,100.25351,,,burbot,burbot,gillnet-horizontal,NA,NA,21:30,,1.5,5,NA,Y,,Y,,,,,,,,,NA,,,,,,,,854,NA,NA,4252,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.39,9.78,37.4995,11.3339,3.31,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B016,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,lenok,lenok,gillnet-horizontal,NA,NA,20:15,,2.5,3,NA,Y,Y,Y,,,,,,,Y,,NA,,,,,,,,246,NA,NA,130,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.69,7.99,51.2211,13.474,3.8,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B017,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,lenok,lenok,gillnet-horizontal,NA,NA,20:15,,2.5,3,NA,Y,Y,Y,,,,,,,Y,,NA,,,,,,,,298,NA,NA,220,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.7,7.88,52.7324,13.8815,3.8,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B018,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,lenok,lenok,gillnet-horizontal,NA,NA,20:15,,2.5,3,NA,Y,Y,Y,,,,,,,Y,,NA,,,,,,,,362,NA,NA,440,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B021,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,lenok,lenok,gillnet-horizontal,NA,NA,20:15,,2,2.5,NA,Y,Y,Y,,,,,,,Y,,NA,,,,,,,,394,NA,NA,532,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-22.63,8.33,54.7193,12.6014,4.34,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B022,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,lenok,lenok,gillnet-horizontal,NA,NA,20:15,,2,2.5,NA,Y,Y,Y,,,,,,,Y,,NA,,,,,,,,394,NA,NA,540,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-20.75,7.31,46.5172,12.1548,3.83,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B023,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,lenok,lenok,gillnet-horizontal,NA,NA,20:15,,2,2.5,NA,Y,Y,Y,,,,,,,Y,,NA,,,,,,,,281,NA,NA,183,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-20.09,7.13,53.1317,13.7218,3.87,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B024,7/22/09,2009,Hovsgol,Fish Corner,50.80156,100.52977,,,lenok,lenok,gillnet-horizontal,NA,NA,20:15,,2,2.5,NA,Y,Y,Y,,,,,,,Y,,NA,,,,,,,,265,NA,NA,148,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B031,7/24/09,2009,Hovsgol,Yellow Corner,51.34425,100.29893,,,roach,roach,gillnet-horizontal,NA,NA,18:30,,0.5,10,NA,Y,,Y,,,,,,,,,NA,,,,,,,,335,NA,NA,368,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.81,7.69,2.73,0.57,4.78,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B033,7/24/09,2009,Hovsgol,Yellow Corner,51.34425,100.29893,,,burbot,burbot,gillnet-horizontal,NA,NA,18:30,,0.5,10,NA,Y,,Y,,,,,,,,,NA,,,,,,,,441,NA,NA,450,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-21.53,8.1,46.9746,13.7475,3.42,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B048,7/24/09,2009,Hovsgol,Yellow Corner,51.34425,100.29893,,,roach,roach,gillnet-horizontal,NA,NA,18:30,,0.5,10,NA,Y,,Y,,,,,,,,,NA,,,,,,,,290,NA,NA,270,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B054,7/24/09,2009,Hovsgol,Yellow Corner,51.34425,100.29893,,,lenok,lenok,gillnet-horizontal,NA,NA,18:30,,0.5,10,NA,Y,,Y,,,,,,,Y,,NA,,,,,,,,533,NA,NA,1201,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,-23.45,9.15,45.424,12.8971,3.52,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B120,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,burbot,burbot,gillnet-horizontal,NA,NA,22:30,,2,12,NA,Y,,,,,,,,,Y,,NA,,,,,,,,695,NA,NA,2450,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B121,7/25/09,2009,Hovsgol,Stomach Bay,51.33582,100.38239,,,burbot,burbot,gillnet-horizontal,NA,NA,22:30,,2,12,NA,Y,,,,,,,,,Y,,NA,,,,,,,,710,NA,NA,2475,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B157,7/27/09,2009,Hovsgol,Turag,51.31597,100.77818,,,burbot,burbot,gillnet-horizontal,NA,NA,19:00,,1,1.5,NA,Y,,,,,,,,,Y,,NA,,,,,,,,590,NA,NA,1550,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B161,7/27/09,2009,Hovsgol,Turag,51.31597,100.77818,,,burbot,burbot,gillnet-horizontal,NA,NA,19:00,,1,1.5,NA,Y,,,,,,,,,Y,,NA,,,,,,,,368,NA,NA,442,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B162,7/27/09,2009,Hovsgol,Turag,51.31597,100.77818,,,burbot,burbot,gillnet-horizontal,NA,NA,19:00,,1,1.5,NA,Y,,,,,,,,,Y,,NA,,,,,,,,427,NA,NA,723,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B165,7/27/09,2009,Hovsgol,Turag,51.31597,100.77818,,,lenok,lenok,gillnet-horizontal,NA,NA,19:00,,2.5,5,NA,Y,,,,,,,,,,,NA,,,,,,,,426,NA,NA,750,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B169,7/27/09,2009,Hovsgol,Turag,51.31597,100.77818,,,lenok,lenok,gillnet-horizontal,NA,NA,19:00,,2.5,5,NA,Y,,,,,,,,,,,NA,,,,,,,,420,NA,NA,730,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B174,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,lenok,lenok,gillnet-horizontal,NA,NA,20:00,,1.5,2,NA,Y,,,,,,,,,,,NA,,,,,,,,401,NA,NA,501,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B176,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,lenok,lenok,gillnet-horizontal,NA,NA,20:00,,2,2,NA,Y,,,,,,,,,Y,,NA,,,,,,,,445,NA,NA,803,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B180,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,burbot,burbot,gillnet-horizontal,NA,NA,20:00,,1.5,1.5,NA,Y,,Y,,,,,,,Y,,NA,,,,,,,,490,NA,NA,670,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B182,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,lenok,lenok,gillnet-horizontal,NA,NA,20:00,,1.5,1.5,NA,Y,,,,,,,,,Y,,NA,,,,,,,,390,NA,NA,460,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B184,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,lenok,lenok,gillnet-horizontal,NA,NA,20:00,,1.5,1.5,NA,Y,,,,,,,,,Y,,NA,,,,,,,,535,NA,NA,1345,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B188,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,perch,perch,gillnet-horizontal,NA,NA,20:00,,1.5,1.5,NA,Y,,,,,,,,,Y,,NA,,,,,,,,295,NA,NA,370,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
B189,7/28/09,2009,Hovsgol,Dalbai,51.04778,100.72179,,,perch,perch,gillnet-horizontal,NA,NA,20:00,,1.5,1.5,NA,Y,,Y,,,,,,,Y,,NA,,,,,,,,304,NA,NA,385,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G01-M,7/7/11,2011,Uur,,NA,NA,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,,,,,,,,220,201,NA,NA,NA,NA,M,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G101,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,,,,,,,,,,NA,,,,,,,,219,198,NA,77.3,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G104,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,2,,,,,,,,,,,NA,,,,,,,,249,NA,NA,112.8,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G1077,7/9/12,2012,Eg,,50.27447,101.8752,,,grayling-Arctic,grayling-Arctic,angling,NA,NA,,,NA,NA,NA,2,,,,,,,Y,,Y,,NA,N,,,,,,,271,248,230,170.4,NA,NA,M,18,45.1,11.8,NA,24.9,30.1,21.3,16.5,20.2,13.5,52.5,17.5,86,116.5,72.5,NA,57.3,104.8,38.8,48,42.1,21.8,31.9,10.8,37,8.7,37.3,NA,89,VI-12,II-10,II-10,I-13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
G108,7/22/11,2011,Hovsgol,Dalbai,51.05,100.72,,,grayling-Hovsgol,grayling-unknown,gillnet-horizontal,NA,NA,,,NA,NA,NA,0,,,,,,,,,,,NA,,,,,,,,260,238,NA,118,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA
